x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,e,t
0.25943503,-0.57965195,0.5055111,-0.866927,-0.4793698,0.6095091,-0.61313146,0.27892175,0.049340617,0.84961593,1,2.171677
-0.47340646,-0.8680778,0.47013193,0.54435605,0.8156317,0.8639441,-0.97209686,-0.5312758,0.23355672,0.89803267,1,3.6296175
0.90035224,0.11330637,0.8312127,0.2831324,-0.21998458,-0.028018666,0.20862097,0.099095844,0.8523629,0.8374669,1,10.192464
-0.21024877,0.92652506,-0.65208864,-0.747341,-0.7298417,0.011324331,-0.95695037,0.8959404,0.65423095,-0.96996206,1,0.74528533
-0.6476075,-0.33587286,-0.7380063,0.61898136,-0.3105267,0.880215,0.16402836,0.75766397,0.6894689,0.81078464,1,6.5768094
-0.08023947,0.092693634,0.5972072,-0.42856228,-0.019492954,0.19822061,-0.96893346,0.18696281,-0.1326473,0.61472106,1,0.005401588
-0.36951038,0.7857774,0.15571444,-0.6319796,0.5758585,0.22406235,-0.89218146,-0.15961264,0.35813767,0.83720356,1,6.408887
-0.99919593,0.9535183,-0.24683937,0.9475671,0.2094322,0.6576916,0.149423,0.2561524,-0.42884743,0.17366669,1,14.325487
0.5000435,0.71662766,0.5101644,0.3961145,0.72895885,-0.354638,0.3415776,-0.098252125,-0.2357945,-0.1783773,1,2.9044764
-0.19704083,-0.3652321,0.24383874,-0.13950546,0.9476042,0.3556018,-0.6028602,-0.14659798,-0.31330752,0.5952776,1,0.187046
0.7599966,0.8076839,0.32543963,-0.45958346,-0.4952666,0.7097959,0.05542929,0.6043222,0.14497703,0.46628505,0,15.0
0.038023256,0.54176784,0.13771598,-0.06858024,-0.3146222,-0.8635813,-0.24415164,-0.84074783,0.9656342,-0.6367743,1,1.9656446
0.62371737,0.7499233,0.3768265,0.13898882,-0.67805713,-0.06623995,-0.3096559,-0.5499201,0.18502374,-0.37546033,0,15.0
0.8326111,0.819271,-0.4857634,-0.7782174,-0.6140745,-0.00083165866,0.45717135,-0.58361113,-0.5039329,0.70334375,0,15.0
-0.16830257,0.23337014,-0.5326677,-0.7960655,0.031714033,-0.045718025,-0.6946567,0.24361247,0.088020235,0.3082747,1,0.045644835
-0.71090895,0.50305563,-0.5559017,0.03870365,0.57059205,-0.95533913,-0.3512751,0.7458448,0.6894192,0.076881185,0,15.0
0.7332165,0.899612,0.652814,0.7082309,-0.8025132,0.30260867,0.40703398,0.22048162,0.5992305,-0.93085754,1,6.265984
0.54047745,0.4634572,-0.48060322,-0.4858614,0.26460662,-0.3094051,0.5931774,-0.10770754,0.5654988,0.98094356,1,2.7530825
-0.39950332,-0.71398836,0.8026169,0.08311876,0.9494807,0.2732088,0.98782605,0.092141606,0.052851867,-0.7291442,1,0.35098925
-0.28858966,-0.9475629,-0.67920965,0.4912744,-0.93920064,-0.2669138,0.7246925,0.38535544,0.38188428,-0.6227264,0,15.0
-0.11619144,0.16315481,0.9795034,-0.5921875,-0.5045342,-0.47565383,0.5003448,-0.08604935,-0.8861411,0.017032482,1,0.04933186
-0.57607967,0.5972085,-0.40533724,-0.944788,0.1868649,0.68768084,-0.23796774,0.4997166,0.022282956,0.08190361,1,5.8775415
0.91886866,0.6079218,-0.9353539,0.41877452,-0.069997035,0.8950979,-0.5571345,-0.46585596,-0.83705205,-0.14276235,0,15.0
-0.78196245,0.26757354,0.60592645,0.393601,0.5324228,-0.31509176,0.69170296,-0.14246245,0.64801973,0.25299233,1,1.2415551
-0.7131539,-0.8432262,-0.96333474,-0.86655,-0.08283237,-0.77331614,-0.94443333,0.50972295,-0.21029904,0.493877,1,13.421903
-0.095190346,-0.09982651,-0.043854985,-0.05199215,0.6063267,-0.19521496,0.8093723,-0.9258779,0.5477487,-0.74871725,1,0.020049367
0.23702714,-0.9792715,0.07725456,-0.9939641,0.90238756,0.81080407,0.5919339,0.83054864,-0.7088835,-0.68453985,0,15.0
-0.62473667,0.24499181,0.811619,0.9799104,0.4222449,0.4636008,0.8185864,-0.19825253,-0.5002986,-0.65313965,1,0.6179619
-0.7610859,0.6252212,-0.70641524,-0.47140503,0.63817835,-0.3788255,0.96483487,-0.4667226,0.06730669,-0.37106597,0,15.0
0.82154566,-0.2668867,-0.13281535,0.024585385,0.8777729,-0.938102,0.43375733,0.7820379,-0.94542557,0.044102494,0,15.0
-0.34802037,0.71897864,0.1170331,0.38045573,-0.094293,0.25661808,-0.4198063,-0.98130286,0.15351187,-0.37711158,1,2.0406816
0.034535196,0.8328117,-0.14705043,-0.50520796,-0.25741246,0.8637222,0.87373674,0.6886599,0.84041303,-0.5441994,1,14.778524
-0.8250356,-0.54538053,-0.37124676,-0.65046823,0.21418832,-0.17282717,0.632703,-0.6297392,0.40375307,-0.5192888,1,1.3927865
0.14843817,-0.3020248,-0.8860712,-0.54237264,0.3282051,-0.0054998132,0.03803197,-0.6505597,0.1414317,0.99350685,1,0.51257485
0.6336702,0.18874525,0.95197815,0.80312514,0.19121587,-0.93514735,-0.8128458,-0.86925656,-0.0965337,-0.24913034,1,4.5254483
0.95070004,-0.6640334,0.9455752,0.5349497,0.6484757,0.26523164,0.33746555,-0.046235334,-0.9737273,-0.29398784,1,8.520658
-0.015856396,0.46018243,-0.06274331,-0.08519017,-0.7246745,-0.97822255,0.5165565,-0.36009434,0.9687669,-0.55953157,1,0.3498676
-0.32258394,0.04779227,0.5097829,-0.07228443,-0.7503549,-0.37499723,0.009038339,0.347698,0.5402999,-0.73932844,1,0.040415756
-0.95416975,0.038164645,0.6199774,-0.9747925,0.34493968,0.37361646,-0.101506494,0.8295774,0.28872216,-0.9895203,1,0.15132561
-0.031143108,0.7186356,0.66079915,0.2983084,0.34739685,0.15699916,-0.45176044,0.121059984,0.34345958,-0.29514074,1,2.6868813
0.71165675,-0.60992503,0.49464163,-0.42079452,0.5475986,-0.14452533,0.6153968,-0.29293028,-0.57261354,0.534569,1,12.216599
-0.38271612,0.46649015,0.48894632,-0.5572066,-0.57177573,-0.6021041,-0.7149633,-0.2458348,-0.9467442,-0.77815926,1,7.9546943
0.34912804,0.59955305,-0.8389409,-0.5365954,-0.5847487,0.83466715,0.42262903,0.10776922,-0.39096403,0.6697081,1,1.3102041
-0.12938808,0.84691244,0.41210362,-0.043937385,-0.7475798,0.9520871,-0.6803327,-0.59479576,-0.13763648,-0.1915962,1,1.8209703
-0.706497,0.45863783,-0.62250984,0.28779128,0.5086119,-0.5785352,0.2019085,0.49785674,0.27643743,0.1942546,1,7.037758
-0.4090354,0.46321294,0.8906169,-0.14887722,0.56436366,-0.8877179,0.6705432,-0.6155,-0.20980626,-0.3998379,1,1.3453025
-0.8397927,0.809262,-0.25969166,0.061394878,-0.011767468,-0.7356777,-0.58709186,-0.8476224,0.0158434,-0.4769009,1,6.470096
-0.28587678,-0.7838693,0.5751037,-0.7868323,0.97141767,-0.6456777,0.14481023,-0.9103093,0.5742326,-0.6207881,1,4.832547
0.055807956,0.48015508,-0.700137,0.10217435,-0.5667656,0.5183921,0.44583037,-0.6469019,0.7239331,-0.9604498,1,0.35318282
0.720474,0.11780762,-0.19355905,0.51749384,0.433858,0.97465235,-0.4438299,-0.9924126,0.86780524,0.7157942,1,9.501817
0.45770174,0.033377565,0.4139125,0.5610591,-0.2502481,0.54064506,0.50124866,0.22642243,-0.19626816,0.39461604,1,0.14107811
-0.9937743,0.5497933,0.7928332,-0.52136856,-0.75846565,-0.559432,-0.39580655,0.766057,0.08633286,-0.4265767,0,15.0
-0.7232906,-0.41971108,0.22774218,-0.35172293,-0.085279636,-0.11176579,0.65627074,-0.14730369,-0.30860236,0.34994322,1,14.526516
-0.55703586,-0.06550835,-0.37046862,0.2537112,0.7547209,-0.104622,0.56891483,-0.0860686,0.31245866,-0.73631805,1,0.4190981
-0.13403699,0.81862396,0.210958,0.5335492,0.009401216,-0.0038887504,0.68579966,-0.86438614,0.14654455,0.88552517,1,8.107108
0.035720095,-0.61106837,0.6958788,-0.4967217,0.40145206,0.08052188,0.8976726,0.24867341,0.67595595,-0.98413426,1,2.5797334
0.97868013,-0.8445709,-0.35574096,0.8923048,-0.98212177,0.64546,0.72242326,-0.12033837,-0.48850963,0.60537905,1,1.0742667
-0.04427599,-0.73132277,0.855698,0.7919399,-0.0169097,0.713405,-0.16284394,0.3669298,-0.20401873,0.011484035,1,2.2412462
-0.6208966,0.92997783,-0.4115686,-0.79308087,-0.7113692,-0.9718154,0.4318914,0.12899664,0.5891567,0.014159846,0,15.0
0.58364207,0.39152843,0.55569696,-0.18703426,0.29554126,-0.6404114,-0.35636008,-0.65479076,-0.18272555,-0.5171625,1,4.2162375
-0.186156,0.9504447,-0.35936135,0.9649819,0.27261224,-0.24981797,0.714969,0.23917347,-0.49593383,0.58571136,0,15.0
-0.13412298,-0.28497767,-0.33944613,0.39473775,-0.46269974,0.61655605,-0.4094224,0.08824277,-0.024157016,0.71071285,1,0.3461921
0.77677286,-0.6312311,0.17069691,0.7964101,-0.10776556,0.8437366,-0.4420182,0.21766235,0.3649074,-0.5435885,0,15.0
-0.972465,-0.16655208,0.8769638,-0.31394377,0.5594886,-0.65052736,-0.31609434,-0.7108046,0.43354163,0.39861524,1,13.421955
0.37699464,-0.49320793,0.38472024,-0.5454049,-0.15070176,-0.25615576,-0.2893842,-0.8846904,0.26329327,0.4146332,1,2.0763066
0.2271774,0.29662552,-0.6601186,-0.7011064,0.028350087,0.7506654,-0.63209313,-0.07432176,-0.14213534,-0.0054216282,1,0.4564893
-0.67697847,-0.31511873,-0.4762392,0.6890539,0.6006645,-0.14672169,0.21403092,-0.7090688,0.019226588,-0.40610582,1,6.6370826
0.7193019,0.34319675,0.266948,-0.7504974,-0.05882424,0.97314554,0.89659834,0.2901713,-0.69655025,0.2782537,0,15.0
0.13132423,-0.06266832,-0.14392506,0.19853951,0.6999398,0.5022421,0.15872107,0.8494084,-0.87052006,0.982693,1,0.04303188
-0.8940109,-0.6010089,-0.15449467,-0.78498226,0.24734083,-0.9040149,-0.43075225,-0.87792665,0.40703866,0.33691233,0,15.0
-0.24283881,-0.62361145,0.49400964,-0.3192414,0.59060234,-0.024198122,0.05133889,-0.9430183,0.28846404,-0.29868698,1,0.61811244
-0.5415899,-0.13223325,-0.23506509,-0.06042192,0.95896673,-0.27124387,0.54882026,0.105535194,0.7782622,-0.2900943,1,1.0323347
-0.50896263,0.8220385,-0.9129315,0.90150684,0.11281383,-0.24727356,0.9901046,-0.88327473,0.03341272,-0.93780583,0,15.0
0.14235148,-0.639063,0.2619184,0.96184736,0.7498051,-0.0963275,0.41692173,0.5549375,-0.010313831,0.05706698,1,2.7675104
-0.6984312,-0.26120016,-0.7155575,0.4537875,-0.045974012,-0.10224233,0.77199596,0.055237543,-0.18181834,-0.46221596,1,4.86765
-0.8559759,-0.16372773,-0.94849306,-0.41769212,0.0070190197,0.9318661,-0.78123415,0.34608212,-0.0001352578,0.5541965,0,15.0
-0.712786,-0.83359474,-0.20156279,0.5939245,-0.6166485,0.5355544,-0.419404,-0.566217,-0.9665688,-0.20268188,0,15.0
-0.23783702,0.31868988,-0.8581632,-0.69479203,-0.96684825,-0.7724073,0.30357856,-0.1946863,-0.35794738,0.11582399,1,0.021023624
0.98692095,0.668973,0.39924636,0.83651716,-0.9205426,-0.8593331,-0.05198742,-0.3016652,0.87450415,-0.020870078,0,15.0
0.07929822,0.7905207,-0.10672991,0.7540688,-0.4928365,-0.4523806,-0.34327722,0.09512854,-0.5597426,0.34285834,1,4.782849
-0.71441346,-0.81179947,0.7403835,-0.5262626,-0.22799198,0.14308418,0.05160394,-0.84795225,0.74825186,0.9022712,1,5.9887657
0.6250146,-0.43239632,0.055693593,-0.32116655,0.10933462,0.94880694,-0.37659416,0.3375932,-0.34806558,0.54895455,1,12.785486
-0.34838006,0.7796547,0.50341547,0.5252642,-0.061041944,-0.578471,-0.9170498,-0.3563424,-0.9257747,0.3877108,1,4.177297
0.34070006,-0.13905643,0.53557795,0.07201699,-0.92028016,-0.73041373,-0.6131672,-0.3286724,-0.8953741,0.21023355,1,0.5276701
0.024122056,0.23492202,-0.1352888,0.69540095,-0.091881886,-0.969193,0.7461363,0.31240308,0.6460061,0.9035514,1,0.039574455
-0.89817524,-0.52985626,-0.8733131,-0.15668423,0.7276583,-0.83675206,-0.053776093,-0.74891376,0.5457712,0.68284434,0,15.0
-0.9134181,-0.027118513,-0.5211779,0.9049476,0.88778526,0.227868,0.9469748,-0.3102773,0.79570144,-0.13081005,1,13.423689
-0.52837074,0.88165593,0.3684361,-0.87017685,0.74084973,0.4027606,0.20985374,0.4647498,-0.49312192,0.2009779,0,15.0
0.62923837,-0.8917727,-0.7389787,0.68489164,0.23669174,0.06257562,-0.50341856,-0.40984285,0.74537235,-0.15666813,1,5.2816305
-0.87113947,0.79397017,-0.59323835,0.6524551,0.7635412,-0.02649851,0.19692938,0.054534912,0.2496426,0.7100834,0,15.0
-0.4357211,0.767511,0.13538066,-0.7697939,-0.5459977,0.19196478,-0.52110755,-0.73716867,-0.6763046,0.689745,1,2.393216
0.20436731,0.92713416,-0.30864158,0.19125019,0.19797058,0.23140858,-0.88164556,0.5006344,0.896419,0.06935812,1,8.487008
-0.61488795,0.5058518,-0.98536205,-0.3434878,0.8352127,0.17673467,0.71038055,0.2093441,0.6451563,0.75896704,1,8.853269
-0.35802725,-0.7540904,0.4426067,-0.11930583,-0.74652857,0.1796473,-0.92786336,-0.5996358,0.5766024,-0.9758065,1,1.1091702
-0.39330867,-0.9572481,0.99496996,0.16405995,-0.41324744,0.85789895,0.014238847,-0.09061555,0.17574301,-0.47172472,0,15.0
-0.3894234,-0.25669086,-0.511104,0.16909453,0.39169228,-0.85610557,0.9421666,0.5061413,0.6123263,0.5032808,1,0.60345805
-0.839878,-0.036607433,-0.10865409,0.3449453,-0.10252548,0.4086268,0.36329067,0.39429706,0.23720148,-0.6980385,1,1.0076573
0.5216049,0.56209165,0.80820596,-0.5324626,-0.6466422,-0.21780175,-0.3588707,0.63095385,0.2270518,0.5200035,1,10.221386
-0.1446698,-0.80111885,-0.76993,-0.25318575,-0.61230445,0.641493,0.19927202,0.37769052,-0.017780077,-0.8236526,1,4.4698095
-0.5298447,-0.07679584,-0.602817,-0.9490475,0.4587954,0.44983348,-0.3392165,0.68698823,-0.14311504,0.72937226,1,0.058692377
0.31413084,0.16207132,-0.598545,0.059093222,0.78886485,-0.39001206,0.7418912,0.8174905,-0.34031087,0.36614874,1,0.018416846
0.7984419,-0.8486062,0.75717574,-0.6183213,0.6995378,0.33423758,-0.31132162,-0.6972489,0.2707419,0.6955761,1,4.557088
0.64369875,0.2564792,0.912603,0.17984626,-0.6043344,-0.14133856,-0.32650802,0.98389,-0.239527,0.98540175,1,12.173509
0.0376085,-0.65544057,-0.85085183,-0.25938863,-0.75316226,0.26903743,-0.17216031,0.98183125,0.85991126,-0.70152795,1,2.6232493
-0.21023548,-0.07684058,0.12189751,0.56072706,-0.025612181,-0.1600129,-0.47600058,0.8216123,-0.955457,0.6422438,1,0.30552313
-0.6230632,0.37151378,-0.2895812,0.94842523,-0.75445575,-0.6248602,0.77888495,0.16681263,-0.38150722,-0.9984712,1,1.9115217
-0.5448045,-0.70919275,-0.5931324,0.7926451,0.74618876,0.4005789,-0.05900465,0.654272,-0.008347206,-0.27302262,1,0.6978028
-0.4487938,0.84948164,-0.22602153,-0.014238253,-0.4911238,0.76993304,-0.23347309,-0.40485057,0.43518993,-0.6182601,1,1.1428003
-0.7636147,0.67399555,0.48827183,0.18104109,-0.51421684,0.2464943,0.27671063,-0.34486112,-0.8650213,0.76107717,1,7.939488
-0.08008654,0.5277454,-0.49222276,0.18277436,-0.14240968,-0.23579872,-0.7465732,-0.5114667,-0.8413168,-0.39428338,1,0.7865301
0.4834096,0.23003145,0.3448222,-0.98323387,0.35675395,0.006361381,-0.5381831,-0.650207,-0.6300341,0.68852,1,1.4070939
0.96517956,0.82747924,-0.30526116,0.5604492,0.09290918,0.6328848,-0.0325461,0.1799026,0.5745269,-0.7995307,1,12.411167
0.07401423,-0.2680333,0.2086137,0.91760504,-0.21435411,-0.214054,0.581274,0.2901568,-0.21223198,0.3779101,1,0.061811313
-0.19199678,-0.72777367,-0.098713465,-0.3311612,-0.5640621,0.8515496,0.3792788,0.19764178,0.49331495,0.08394212,1,14.459201
0.40106615,0.8611196,0.7252334,-0.6651163,-0.47372195,-0.85677946,0.9573456,-0.5272318,0.3211967,-0.8207386,1,3.746695
-0.57845813,0.005648767,-0.79009265,-0.22225319,0.07597544,-0.32159162,0.111800425,0.07353664,-0.218779,0.39254016,1,0.5058032
0.35696492,0.3746063,0.12298252,-0.28384018,0.22622468,0.87147254,0.19377705,0.95918036,-0.11798676,0.47922394,1,0.6512957
-0.92479223,0.5294533,0.03656316,-0.98936695,-0.4455998,0.06966446,0.53592575,-0.8938148,0.09810689,0.6019891,0,15.0
0.2991661,0.86289406,-0.8505371,-0.44638708,0.838475,0.5300103,0.19948068,0.6659363,0.79208696,0.9454407,0,15.0
0.997041,-0.72070134,-0.8589159,-0.8530667,-0.9705124,0.9436402,-0.8104662,0.68347365,0.37034598,-0.024885666,0,15.0
-0.30661023,-0.29270443,-0.49232224,0.82203597,0.4512851,-0.9481484,-0.076957494,-0.43739745,-0.9420676,0.76936376,1,1.133205
0.5420107,-0.34052983,0.5931172,-0.35072336,-0.3842351,0.85621816,0.9538323,0.04711061,0.90387034,0.775993,1,0.9395813
0.036065124,-0.2545024,0.42070916,-0.088713154,0.2104258,0.9808124,0.5478325,-0.33144718,-0.82200354,-0.6301888,1,0.020883542
0.05370375,-0.16579516,0.6013193,0.86640465,-0.6442705,0.72013354,0.91478986,0.9189412,-0.9242748,-0.884833,1,0.028432114
-0.9884052,-0.3746377,-0.88860315,-0.41227502,-0.28796703,0.90735406,-0.046098154,-0.4435231,0.00601039,0.28671584,1,1.5164329
-0.7775087,0.5161233,0.7038915,0.68849975,0.78101367,-0.2363152,-0.1123896,-0.79683703,-0.54838616,0.94264096,1,2.7862663
-0.43075207,0.8147923,0.78110456,0.84500897,-0.68770087,0.7594443,0.2639899,-0.57874364,-0.30976817,-0.68016243,1,1.7855577
-0.11130369,-0.8324501,-0.669363,-0.60560733,0.3820547,0.14760573,0.7466463,-0.5107319,0.25921592,-0.93113744,0,15.0
0.032396924,0.72645295,0.9682531,-0.98025405,-0.49431702,-0.55230063,-0.9049248,-0.9796551,-0.019609375,-0.9090357,1,5.768967
-0.44334373,0.27994913,-0.41061592,-0.4606906,0.18109304,-0.23893185,0.40504608,-0.0077520977,0.26641855,-0.2932113,1,0.38017133
-0.4259121,-0.7335858,0.87416077,0.6096717,0.8760571,-0.62923896,0.86631155,0.8715064,-0.43291098,-0.45073152,1,9.939343
0.10286315,-0.62942153,-0.11579778,-0.6293647,0.89475185,-0.012350685,0.9278355,0.28988335,-0.031368453,0.9353905,1,5.5264506
-0.7136204,0.26465976,0.32377672,-0.13232034,-0.88128555,-0.014554798,-0.069732115,0.6134936,-0.48667803,-0.21713927,1,0.8553956
-0.5196556,0.37288684,0.9797669,-0.64514095,0.6428935,-0.5380229,-0.8840484,-0.722367,0.87030625,0.77708423,1,0.9207131
-0.42147902,0.89552814,0.69986105,-0.13069041,-0.06390089,0.25970605,-0.68393636,-0.9704358,-0.46897596,-0.96911275,0,15.0
0.34899768,0.10293767,-0.3567037,0.56040466,-0.70842916,-0.5102387,-0.41537246,-0.6081361,-0.8241226,0.7399524,1,0.041472528
-0.8236227,0.36742067,-0.75919825,-0.978602,0.11453646,0.8142181,0.72091335,-0.32309723,-0.94568235,0.6017187,0,15.0
0.6119699,0.7369762,0.3392932,0.61555773,0.79499656,-0.0923401,0.11565061,0.012262258,0.38396782,0.36581373,1,3.6698954
0.04062727,0.6569363,0.011558774,0.64971715,-0.4363098,-0.6430103,0.93974113,0.48387906,-0.48041663,0.16247068,1,0.4130056
0.9105245,-0.83849216,-0.8329316,0.23826966,-0.55101305,0.5303679,0.13630508,0.33237618,-0.7843722,-0.8314339,1,14.396294
0.25024214,-0.18053748,-0.82549495,-0.2578721,0.34428883,-0.6208252,0.7914582,0.8996928,0.92314506,0.4601651,1,0.07826903
-0.18742314,0.4874984,-0.42402625,-0.37116554,0.21179272,0.18969427,0.75732195,-0.4907985,0.5323767,0.88202655,1,1.1878868
-0.99793416,-0.047821764,0.31408066,0.6866464,-0.63252115,0.7123185,-0.27126905,0.78454787,-0.9445765,-0.8292197,0,15.0
0.96282095,0.21900386,-0.1647353,-0.6615716,0.2998023,-0.9260499,-0.37677217,-0.35304162,0.21488379,0.3016625,0,15.0
0.6921092,0.8551619,0.32091546,0.15634784,-0.20256892,0.933225,-0.69184166,0.7901736,-0.37797385,0.09697818,0,15.0
0.36413252,-0.5270607,-0.66452664,0.016964028,0.5837278,0.38482893,-0.7620533,0.8014844,-0.040524866,0.89335334,1,3.987568
0.10686741,-0.83039635,-0.59507394,0.70847595,0.41185474,0.789879,-0.341708,0.056002792,0.30079627,0.1885817,0,15.0
-0.53707415,-0.1463573,-0.5037771,0.69122994,0.9733549,-0.8668584,0.42785606,-0.3397689,0.25087076,-0.4837407,1,0.61102694
0.30201522,-0.25770563,-0.41035825,0.8235263,0.8849977,0.22710006,-0.5710644,0.87883776,0.5009071,0.5021796,1,0.040173188
-0.57655734,0.66031307,-0.51980966,0.2632415,0.42147914,0.48476687,-0.21947059,0.5196508,0.8058718,0.17484003,1,0.9217365
-0.81918055,-0.742048,-0.78947496,-0.65454507,-0.7471382,0.55660176,-0.92117697,-0.5168832,0.7581328,0.9470377,1,1.7128662
0.21084401,0.9524765,-0.9130969,0.8971455,-0.37740785,0.5979457,0.6212582,0.71999717,-0.08289838,0.8612888,1,2.7254608
-0.48421404,0.868891,0.23823927,0.9708898,-0.9347123,0.45033333,0.13110848,-0.015151905,-0.48156375,-0.34633863,1,8.426687
-0.50107557,-0.5614642,0.59932166,0.004790012,-0.83362025,0.55396837,0.06729815,0.47877556,0.030787386,-0.20010816,1,0.47643444
0.9724936,-0.94351476,0.8655278,0.86170995,-0.21816258,-0.57107025,0.2384266,-0.6440553,0.6064164,-0.49213228,0,15.0
-0.41838768,0.8318316,0.80583364,0.070761785,0.72567797,-0.29493487,0.99576855,-0.13262053,-0.41037598,-0.9168515,1,3.026192
0.9794139,-0.07022474,0.46917003,0.28161526,0.4461868,-0.8977782,0.8400908,0.85368246,0.103990056,0.92783177,1,0.81802374
-0.43808892,0.20429325,-0.20707463,0.25604647,-0.39873543,0.63871676,-0.86042804,-0.91624486,-0.9012072,-0.69908994,1,0.88048404
-0.20929906,0.91077995,-0.7784091,0.29510596,0.055243015,-0.29351518,-0.6036015,-0.55881184,-0.912357,0.42632794,0,15.0
0.3076804,-0.11246041,0.43787897,-0.7800481,0.87743837,0.69525343,0.3180713,-0.24233766,-0.16686654,-0.035692155,1,0.33891895
0.87056756,0.7271859,-0.0441523,0.109037,0.7508077,0.8985289,0.27836952,0.49704063,-0.2967502,0.83605665,0,15.0
0.6735041,0.10411176,0.7352544,0.69974375,0.6168227,-0.7386144,0.07200515,0.80156624,0.54166365,-0.1585736,1,3.2562003
0.9557608,-0.49845368,-0.33277956,0.908401,0.6174307,0.80068,-0.9768208,-0.24047114,-0.5289561,-0.4081299,1,1.5223262
0.47599098,0.44816968,-0.07640118,-0.26945108,0.16938323,0.067415506,0.10115912,0.23095414,-0.20870346,0.54343694,1,3.401969
-0.49759364,0.31152153,0.9207943,-0.9928905,0.4467221,-0.78200996,0.08757498,0.25383204,-0.51410574,0.82768774,1,1.1417495
0.24462506,-0.5366106,0.54026437,-0.78898585,0.11045064,-0.81008786,0.16196814,-0.49403977,0.29893363,0.43165392,1,0.18925396
0.04837123,0.31504282,0.6265877,0.61502457,0.23936398,-0.09779508,-0.18410002,0.74949527,0.40586346,-0.63012993,1,0.07103399
0.13146429,0.81761605,-0.69862,0.69103533,0.64040494,-0.0013177975,-0.9248323,-0.704995,0.84527737,-0.9116904,1,5.7036924
-0.25500247,0.23807926,-0.6061039,0.9621595,-0.68804955,0.07935839,0.23602265,-0.5380201,-0.06738202,-0.017982941,1,0.017582288
0.5337247,0.2685615,-0.06489989,0.33388507,-0.09324515,0.05142318,0.31713608,-0.63760924,0.5760991,0.20573068,1,6.591127
0.96066576,-0.5552336,-0.06746705,0.7912836,0.20286682,0.45191768,-0.17265967,0.36861923,0.89211005,-0.59962785,0,15.0
0.61473054,0.939076,-0.9708625,-0.56958085,-0.76524615,0.534847,-0.83756685,0.9968271,-0.22077596,0.81040555,1,9.21138
-0.6228448,-0.1182556,0.68962365,0.19053957,-0.07568381,0.025299493,0.14777106,-0.11936159,-0.6128821,-0.7720685,1,2.06408
-0.69754416,-0.8950181,0.11735282,0.695442,-0.28176132,-0.8493782,-0.14855118,0.20401567,-0.14919306,0.6214425,0,15.0
0.8837725,0.73982155,0.407999,-0.05940215,0.36539608,-0.97316337,0.9649562,-0.65584534,0.8125208,0.6142198,1,11.771264
0.6002794,-0.4621279,-0.5616924,-0.14239861,0.6987422,-0.09924071,0.87084025,-0.29464135,0.23878433,0.96139807,1,7.8664036
